doc_path,chunk_id,content,model
kb\raw\categories\Education_.md,75,"- 2021 Expense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,76,"2021 Expense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,77,"2021 Expense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,78,"021 Expense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,79,"21 Expense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,80,"1 Expense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,81,"Expense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,82,"Expense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,83,"xpense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,84,"pense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,85,"ense: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,86,"nse: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,87,"se: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,88,"e: 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,89,": 12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,90,"12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,91,"12,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,92,"2,562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,93,",562.64",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,94,562.64,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,95,62.64,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,96,2.64,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,97,.64,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,98,64,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Education_.md,99,4,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,0,"# Category: Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,1,"Category: Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,2,"Category: Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,3,"ategory: Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,4,"tegory: Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,5,"egory: Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,6,"gory: Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,7,"ory: Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,8,"ry: Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,9,"y: Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,10,": Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,11,"Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,12,"Family/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,13,"amily/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,14,"mily/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,15,"ily/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,16,"ly/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,17,"y/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,18,"/Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,19,"Home
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,20,"ome
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,21,"me
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,22,"e
- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,23,"- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,24,"- Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,25,"Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,26,"Lifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,27,"ifetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,28,"fetime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,29,"etime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,30,"time expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,31,"ime expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,32,"me expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,33,"e expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,34,"expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,35,"expense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,36,"xpense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,37,"pense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,38,"ense total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,39,"nse total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,40,"se total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,41,"e total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,42,"total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,43,"total: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,44,"otal: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,45,"tal: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,46,"al: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,47,"l: 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,48,": 142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,49,"142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,50,"142,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,51,"42,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,52,"2,604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,53,",604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,54,"604.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,55,"04.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,56,"4.28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,57,".28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,58,"28
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,59,"8
## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,60,"## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,61,"## Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,62,"# Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,63,"Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,64,"Yearly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,65,"early totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,66,"arly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,67,"rly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,68,"ly totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,69,"y totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,70,"totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,71,"totals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,72,"otals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,73,"tals
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,74,"als
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,75,"ls
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,76,"s
- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,77,"- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,78,"- 2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,79,"2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,80,"2021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,81,"021 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,82,"21 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,83,"1 Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,84,"Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,85,"Expense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,86,"xpense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,87,"pense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,88,"ense: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,89,"nse: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,90,"se: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,91,"e: 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,92,": 142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,93,"142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,94,"142,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,95,"42,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,96,"2,604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,97,",604.28",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,98,604.28,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,99,04.28,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,100,4.28,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,101,.28,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,102,28,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Family_Home.md,103,8,sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,0,"# Category: Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,1,"Category: Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,2,"Category: Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,3,"ategory: Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,4,"tegory: Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,5,"egory: Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,6,"gory: Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,7,"ory: Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,8,"ry: Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,9,"y: Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,10,": Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,11,"Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,12,"Fashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,13,"ashion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,14,"shion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,15,"hion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,16,"ion
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,17,"on
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,18,"n
- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,19,"- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,20,"- Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,21,"Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,22,"Lifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,23,"ifetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,24,"fetime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,25,"etime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,26,"time expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,27,"ime expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,28,"me expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,29,"e expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,30,"expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,31,"expense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,32,"xpense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,33,"pense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,34,"ense total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,35,"nse total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,36,"se total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,37,"e total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,38,"total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,39,"total: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,40,"otal: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,41,"tal: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,42,"al: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,43,"l: 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,44,": 45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,45,"45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,46,"45,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,47,"5,630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,48,",630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,49,"630.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,50,"30.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,51,"0.00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,52,".00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,53,"00
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,54,"0
## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,55,"## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,56,"## Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,57,"# Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,58,"Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,59,"Yearly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,60,"early totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,61,"arly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,62,"rly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,63,"ly totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,64,"y totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,65,"totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,66,"totals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,67,"otals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,68,"tals
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,69,"als
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,70,"ls
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,71,"s
- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
kb\raw\categories\Fashion.md,72,"- 2021 Expense: 45,630.00",sentence-transformers/all-MiniLM-L6-v2
